Year;Author;Title;ID;ID_2;Exp_ID;Effect_ID;ES_ID;Type_of_study;Medical_Field;LLM_Model;Accessed_model;Model_version;Timestamp_of_model;Temperature;Test_Data;Recruitment_Country;Career_stage;Prior_LLM_training_of_physicians;Control_group_resources;Treatment_group_resources;Pre-training_of_LLM;Case_setting;Task_Format;Patient_history;Input_Form_Patient_Information_in_LLM;Input_Form_Patient_Information_clinician;Follow_Up_Prompts_Allowed;Time_restrictions;Explanation_Format_of_LLM;Time_lag_sessions;Type_of_Results;N_total;N_physicians_total;N_cases_total;N_assessments_total;Same_Cases_Both_Conditions;h_design;h_unit_level;h_var_level;h_n_pairs;h_r_used;h_r_source;h_b;h_c;h_measure_class;M_control;n_control_case;n_control_physician;n_control;SE_control;SD_control;95CI_lower_control;95CI_upper_control;M_treatment;n_treatment_case;n_treatment_physician;n_treatment;SE_treatment;SD_treatment;95CI_lower_treatment;95CI_upper_treatment;Performance_Difference;Performance_Difference_SD;Performance_Difference_SE;95CI_lower_performance_diff;95CI_upper_performance_diff;Performance_difference_p_value;Odds_Ratio;95CI_lower_odds_ratio;95CI_upper_odds_ratio;Correlation_r_between_conditions;Discordant_b;Discordant_c;Reader_cluster_adjusted_SD_SE_CI;h_icc
2026;Song et al.;Human-in-the-Loop Large Language Model-Augmented Diagnostic Reasoning in Thoracic Imaging: Impact of Radiologic Expertise;Song et al. (2026) - HITL LLM thoracic imaging;25;251;1;2511;peer-reviewed;Radiology;Gemini 3.0 Pro;API (application programming interface), accessed January 2026;"Gemini 3.0 Pro (Google); training cutoff January 2025";"January 2026 (API access); model training cutoff January 2025";0;"unknown (KSTR Weekly Quiz cases publicly available Jan 2014-Dec 2017, BEFORE Gemini 3.0 Pro's Jan-2025 training cutoff; authors explicitly flag possible prior LLM exposure to the case material - Discussion, Limitation 6; NB the reader-generated free-text descriptions themselves were created for this study and were NOT in training data, but case/image contamination cannot be ruled out => published-journal-case rule => unknown)";South Korea;Attending;0;0;0;0;Real-world (published) cases;Multiple choice;1;Text;multimodal (text + image);0;NR;Differential, free text;1 week;Top-1;465;5;93;930;1;within_subject;physician-case;physician-case;465;0.6859;derived (phi computed from the Table-3-reconstructed reader x case 2x2);58;15;proportion;56.3441;93;5;465;"NR (95% CI reported instead - see cols 71/72; reader-clustered GEE)";"NR (binary proportion-correct arm; SD_control = SQRT(p(1-p)) = 0.4960 derivable - see 'Song calc')";49.1;63.3;65.5914;93;5;465;NR;NR;60.4;70.4;9.2473;NR;"1.7867 (SE of the difference in percentage points, from reconstructed b,c; UNCLUSTERED; reader-clustered GEE CI in Table 2 is wider)";NR (no CI reported for the session-1-vs-session-2 difference directly);NR;NR;"NR (no unadjusted session-1-vs-session-2 accuracy OR reported; the ORs in Table 4 come from adjusted GEE prediction models with different outcomes/targets, not the treatment-effect OR)";NR;NR;"0.6859 (= phi from the Table-3-reconstructed reader x case 2x2; DERIVED, not independently reported)";58;15;"Ja (nur für die berichteten Arm-CIs) – exchangeable GEE clustered by reader. ABER: the CURRENT Performance_Difference_SE / g variance reconstructed from discordant b,c is explicitly UNCLUSTERED; reader-level CR2/robust correction is still open for the effect-size SE.";
2026;Song et al.;Human-in-the-Loop Large Language Model-Augmented Diagnostic Reasoning in Thoracic Imaging: Impact of Radiologic Expertise;Song et al. (2026) - HITL LLM thoracic imaging;25;252;1;2521;peer-reviewed;Radiology;Gemini 3.0 Pro;API (application programming interface), accessed January 2026;"Gemini 3.0 Pro (Google); training cutoff January 2025";"January 2026 (API access); model training cutoff January 2025";0;"unknown (KSTR Weekly Quiz cases publicly available Jan 2014-Dec 2017, BEFORE Gemini 3.0 Pro's Jan-2025 training cutoff; authors explicitly flag possible prior LLM exposure to the case material - Discussion, Limitation 6; NB the reader-generated free-text descriptions themselves were created for this study and were NOT in training data, but case/image contamination cannot be ruled out => published-journal-case rule => unknown)";South Korea;Resident;0;0;0;0;Real-world (published) cases;Multiple choice;1;Text;multimodal (text + image);0;NR;Differential, free text;1 week;Top-1;465;5;93;930;1;within_subject;physician-case;physician-case;465;0.5367;derived (phi computed from the Table-3-reconstructed reader x case 2x2);96;21;proportion;42.3656;93;5;465;"NR (95% CI reported instead - see cols 71/72; reader-clustered GEE)";"NR (binary proportion-correct arm; SD_control = SQRT(p(1-p)) = 0.4941 derivable - see 'Song calc')";39.2;45.6;58.4946;93;5;465;NR;NR;54.9;62;16.129;NR;"2.2026 (SE of the difference in percentage points, from reconstructed b,c; UNCLUSTERED; reader-clustered GEE CI in Table 2 is wider)";NR (no CI reported for the session-1-vs-session-2 difference directly);NR;NR;"NR (no unadjusted session-1-vs-session-2 accuracy OR reported; the ORs in Table 4 come from adjusted GEE prediction models with different outcomes/targets, not the treatment-effect OR)";NR;NR;"0.5367 (= phi from the Table-3-reconstructed reader x case 2x2; DERIVED, not independently reported)";96;21;"Ja (nur für die berichteten Arm-CIs) – exchangeable GEE clustered by reader. ABER: the CURRENT Performance_Difference_SE / g variance reconstructed from discordant b,c is explicitly UNCLUSTERED; reader-level CR2/robust correction is still open for the effect-size SE.";
2025;Spitzer et al.;The effect of medical explanations from large language models on diagnostic decisions in radiology;Spitzer et al.;26;261;1;2611;peer-reviewed;Radiology;GPT-4;Microsoft Azure;2024-384 02-15-preview;0;0.7;unknown;United States;Attending;0;1;1;0;Real-world (published) cases;Open-ended;1;Multimodal (text + image);multimodal (text + image);0;no;Free text;NR;Top-1;2020;48;20;48;1;parallel;physician;physician;;NR;;;;proportion;0.617;20;24;24;0.024;0;NR;NR;0.667;20;24;24;0.034;0;NR;NR;0.05;;NR;-0.018;0.118;0.15;NR;NR;NR;;;;NR;
2025;Spitzer et al.;The effect of medical explanations from large language models on diagnostic decisions in radiology;Spitzer et al.;26;262;1;2621;peer-reviewed;Radiology;GPT-4;Microsoft Azure;2024-384 02-15-preview;0;0.7;unknown;United States;Attending;0;1;1;0;Real-world (published) cases;Open-ended;1;Multimodal (text + image);multimodal (text + image);0;no;Differential;NR;Top-1;0;54;20;54;1;parallel;physician;physician;;NR;;;;proportion;0.617;20;24;24;0.024;0;NR;NR;0.642;20;30;30;0.033;0;NR;NR;0.025;;NR;-0.04;0.09;0.446;NR;NR;NR;;;;NR;
2025;Spitzer et al.;The effect of medical explanations from large language models on diagnostic decisions in radiology;Spitzer et al.;26;263;1;2631;peer-reviewed;Radiology;GPT-4;Microsoft Azure;2024-384 02-15-preview;0;0.7;unknown;United States;Attending;0;1;1;0;Real-world (published) cases;Open-ended;1;Multimodal (text + image);multimodal (text + image);0;no;CoT;NR;Top-1;0;47;20;47;1;parallel;physician;physician;;NR;;;;proportion;0.617;20;24;24;0.024;0;NR;NR;0.739;20;23;23;0.035;0;NR;NR;0.122;;NR;0;0;"95% CI =
136 [5.3, 19.2], P = 0.001";NR;NR;NR;;;;NR;
2026;Ver Berne et al.;Impact of AI-assisted decision support on radiological diagnosis of jawbone lesions;Ver Berne et al. (2026);27;271;1;2711;peer-reviewed;Radiology;GPT-4;"custom RAISE web application (RAG framework over OpenAI GPT-4 + curated Oral & Maxillofacial Radiology Differential Diagnosis [DDMFR, www.ddmfr.org] knowledge base); access route/API not specified";NR;NR;NR;external;Belgium;Mixed;0;0;0;0;Real-world;Open-ended;0;Text;multimodal (text + image);0;NR;Differential;4 hours;Top-1;75;3;25;150;1;within_subject;physician-case;physician-case;75;NR;none;14;17;proportion;0.533333333;25;3;75;NR;NR (authors state SDs were computed and shown in the Fig. 1 bar graph, but no numeric SD is given in text/tables);NR;NR;0.493333333;25;3;75;NR;NR;NR;NR;-4;NR;NR;NR;NR;"0.624 (GEE pairwise, two-sided; RAISE vs unaided, dentists; n.s.)";0.85;0.45;1.62;NR;14;17;"Nicht für ES Varianz verwendet – GEE (binomial; exchangeable working correlation). The reported RAISE-vs-unaided OR and 95% CI are GEE/model-based and account for within-reader correlation. No additional ICC correction should be stacked onto that same OR/CI; caveat: only 3 reader clusters/group, so small-cluster SEs may be anti-conservative.";
2026;Ver Berne et al.;Impact of AI-assisted decision support on radiological diagnosis of jawbone lesions;Ver Berne et al. (2026);27;272;1;2721;peer-reviewed;Radiology;GPT-4;"custom RAISE web application (RAG framework over OpenAI GPT-4 + curated Oral & Maxillofacial Radiology Differential Diagnosis [DDMFR, www.ddmfr.org] knowledge base); access route/API not specified";NR;NR;NR;external;Belgium;Mixed;0;0;0;0;Real-world;Open-ended;0;Text;multimodal (text + image);0;NR;Differential;4 hours;Top-1;75;3;25;150;1;within_subject;physician-case;physician-case;75;NR;none;8;6;proportion;0.813333333;25;3;75;NR;NR (authors state SDs were computed and shown in the Fig. 1 bar graph, but no numeric SD is given in text/tables);NR;NR;0.84;25;3;75;NR;NR;NR;NR;3;NR;NR;NR;NR;"0.666 (GEE pairwise, two-sided; RAISE vs unaided, DMF radiologists; n.s.)";1.21;0.52;2.81;NR;8;6;"Nicht für ES Varianz verwendet – GEE (binomial; exchangeable working correlation). The reported RAISE-vs-unaided OR and 95% CI are GEE/model-based and account for within-reader correlation. No additional ICC correction should be stacked onto that same OR/CI; caveat: only 3 reader clusters/group, so small-cluster SEs may be anti-conservative.";
2026;Wang et al.;Evaluation of large language models for diagnostic impression generation from brain MRI report findings: a multicenter benchmark and reader study;Wang et al. (2026);28;281;1;2811;peer-reviewed;Radiology;DeepSeek-R1;"DeepSeek-R1 (671B), open-source; self-hosted via vLLM (v0.8.4) in Docker on NVIDIA H20 GPUs";"DeepSeek-R1 (671B; released Jan 2025)";DeepSeek-R1 released January 2025;NR;external;China;Resident;0;0;0;0;Real-world;Open-ended;1;Text;text;0;NR;CoT;6 weeks;Top-1;500;3;500;3000;1;within_subject;physician;physician-case;1500;NR;from_bc;368.1;81.9;proportion; 70.07 ;500;3;1500;NR;NR;NR;NR;89.13333333;500;3;1500;NR;NR;NR;NR;19.06666667;NR;NR;NR;NR;<0.001 (McNemar test);NR;NR;NR;;122.7;27.3;"n/a – GEE/reader clustering is mentioned for the reader-case analysis (and sensitivity/specificity), but this accuracy row has no SD/SE/CI; accuracy significance is via McNemar. No cluster-adjusted uncertainty measure to reuse here.";
2026;Wang et al.;Evaluation of large language models for diagnostic impression generation from brain MRI report findings: a multicenter benchmark and reader study;Wang et al. (2026);28;282;1;2821;peer-reviewed;Radiology;DeepSeek-R1;"DeepSeek-R1 (671B), open-source; self-hosted via vLLM (v0.8.4) in Docker on NVIDIA H20 GPUs";"DeepSeek-R1 (671B; released Jan 2025)";DeepSeek-R1 released January 2025;NR;external;China;Attending;0;0;0;0;Real-world;Open-ended;1;Text;text;0;NR;CoT;6 weeks;Top-1;500;3;500;3000;1;within_subject;physician;physician-case;1500;NR;from_bc;252.9;65.1;proportion;79.2;500;3;1500;NR;NR;NR;NR;91.73333333;500;3;1500;NR;NR;NR;NR;12.53333333;NR;NR;NR;NR;<0.001 (McNemar test);NR;NR;NR;;84.3;21.7;"n/a – GEE/reader clustering is mentioned for the reader-case analysis (and sensitivity/specificity), but this accuracy row has no SD/SE/CI; accuracy significance is via McNemar. No cluster-adjusted uncertainty measure to reuse here.";
2026;Wang et al.;A domain-adapted large language model to support clinicians in psychiatric clinical practice;Wang et al. (2026) - PsychFound;29;291;1;2911;peer-reviewed;Other;PsychFound;"institutional clinical interface / deployment at Beijing Anding Hospital (residents submitted patient information and clinical task requirements and received recommendations); vllm inference backend; 2,190 clinician-initiated queries over one month";"PsychFound (full) - a 7B-parameter model built on Qwen2-7B via three-phase domain adaptation (SFT knowledge injection, GRPO reinforcement learning for reasoning, SFT on PsychClinical); no versioned release identifier reported (code: github.com/wrx33/PsychFound)";NR;0.1;external;China;Resident;1;0;0;1;Real-world;Open-ended;1;Text;multimodal (text + image);1;NR;CoT;"NR (parallel-group design; different clinicians and different patients in the two arms, no repeated measurement, no washout)";Top-1;200;24;200;200;0;parallel;physician-case;physician-case;;NR;none;;;continuous;41;100;12;100;3.6501;36.501;33.76;48.24;72.5;100;12;100;3.5799;35.799;65.4;79.6;31.5;"NR (between-group design; the difference has no per-case SD. SD_av = 36.152 percentage points is the standardiser - see calc sheet)";5.113;21.48;41.52;"<0.001 as printed (Fig. 6a, BH-adjusted across the eight Substudy-I metrics). Coder-recomputed from the source data: Student t = 6.161, P = 4.0e-09; Mann-Whitney U = 7200, P = 9.8e-09 (unadjusted, unclustered)";NR;NR;NR;NR;"NR (between-group design; no paired 2x2 table exists)";"NR (between-group design; no paired 2x2 table exists)";"Nein – SD/SE/CI are coder-recomputed from case-level source data using naive independent-observation variance; physician-level clustering (12 residents/arm) is explicitly unresolved.";
2025;Wang et al.;Ultrasound-based deep learning model as an assistant improves the diagnosis of ovarian tumors: a multicenter study;Wang et al. (2025) - ovarian ultrasound DL;30;301;1;3011;peer-reviewed;Radiology;GPT-4o;NR;NR;NR;NR;external (test set from two hospitals in southwest and northeast China, patient-level disjoint from the training/validation institutions);China;Resident;0;0;1;0;Real-world;Classification;0;Multimodal (text + image);multimodal (text + image);0;NR;Free text;7 days;Top-1;77;1;77;"77 (one reader x 77 images per condition; each image read 3x per condition, aggregation rule not stated - see Note)";1;within_subject;case;case;77;NR;none;;;proportion;76.62;77;1;77;NR;"NR (binary proportion-correct; SD = sqrt(p(1-p)) derivable for the point estimate)";NR;NR;90.9;77;1;77;NR;NR;NR;NR;14.28;NR;NR;NR;NR;NR;NR;NR;NR;NR;NR (author query: b for this reader on the 77-image test set);NR (author query: c for this reader on the 77-image test set);NR;
2025;Wang et al.;Ultrasound-based deep learning model as an assistant improves the diagnosis of ovarian tumors: a multicenter study;Wang et al. (2025) - ovarian ultrasound DL;30;302;1;3021;peer-reviewed;Radiology;GPT-4o;NR;NR;NR;NR;external (test set from two hospitals in southwest and northeast China, patient-level disjoint from the training/validation institutions);China;Resident;0;0;1;0;Real-world;Classification;0;Multimodal (text + image);multimodal (text + image);0;NR;Free text;7 days;Top-1;77;1;77;"77 (one reader x 77 images per condition; each image read 3x per condition, aggregation rule not stated - see Note)";1;within_subject;case;case;77;NR;none;;;proportion;76.62;77;1;77;NR;"NR (binary proportion-correct; SD = sqrt(p(1-p)) derivable for the point estimate)";NR;NR;90.9;77;1;77;NR;NR;NR;NR;14.28;NR;NR;NR;NR;NR;NR;NR;NR;NR;NR (author query: b for this reader on the 77-image test set);NR (author query: c for this reader on the 77-image test set);NR;
2025;Wang et al.;Ultrasound-based deep learning model as an assistant improves the diagnosis of ovarian tumors: a multicenter study;Wang et al. (2025) - ovarian ultrasound DL;30;303;1;3031;peer-reviewed;Radiology;GPT-4o;NR;NR;NR;NR;external (test set from two hospitals in southwest and northeast China, patient-level disjoint from the training/validation institutions);China;Resident;0;0;1;0;Real-world;Classification;0;Multimodal (text + image);multimodal (text + image);0;NR;Free text;7 days;Top-1;77;1;77;"77 (one reader x 77 images per condition; each image read 3x per condition, aggregation rule not stated - see Note)";1;within_subject;case;case;77;NR;none;;;proportion;79.22;77;1;77;NR;"NR (binary proportion-correct; SD = sqrt(p(1-p)) derivable for the point estimate)";NR;NR;94.54;77;1;77;NR;NR;NR;NR;15.32;NR;NR;NR;NR;NR;NR;NR;NR;NR;NR (author query: b for this reader on the 77-image test set);NR (author query: c for this reader on the 77-image test set);NR;
2025;Wang et al.;Ultrasound-based deep learning model as an assistant improves the diagnosis of ovarian tumors: a multicenter study;Wang et al. (2025) - ovarian ultrasound DL;30;304;1;3041;peer-reviewed;Radiology;GPT-4o;NR;NR;NR;NR;external (test set from two hospitals in southwest and northeast China, patient-level disjoint from the training/validation institutions);China;Resident;0;0;1;0;Real-world;Classification;0;Multimodal (text + image);multimodal (text + image);0;NR;Free text;7 days;Top-1;77;1;77;"77 (one reader x 77 images per condition; each image read 3x per condition, aggregation rule not stated - see Note)";1;within_subject;case;case;77;NR;none;;;proportion;76.62;77;1;77;NR;"NR (binary proportion-correct; SD = sqrt(p(1-p)) derivable for the point estimate)";NR;NR;95.95;77;1;77;NR;NR;NR;NR;19.33;NR;NR;NR;NR;NR;NR;NR;NR;NR;NR (author query: b for this reader on the 77-image test set);NR (author query: c for this reader on the 77-image test set);NR;
2025;Wang et al.;Ultrasound-based deep learning model as an assistant improves the diagnosis of ovarian tumors: a multicenter study;Wang et al. (2025) - ovarian ultrasound DL;30;305;1;3051;peer-reviewed;Radiology;GPT-4o;NR;NR;NR;NR;external (test set from two hospitals in southwest and northeast China, patient-level disjoint from the training/validation institutions);China;Resident;0;0;1;0;Real-world;Classification;0;Multimodal (text + image);multimodal (text + image);0;NR;Free text;7 days;Top-1;77;1;77;"77 (one reader x 77 images per condition; each image read 3x per condition, aggregation rule not stated - see Note)";1;within_subject;case;case;77;NR;none;;;proportion;76.6;77;1;77;NR;"NR (binary proportion-correct; SD = sqrt(p(1-p)) derivable for the point estimate)";NR;NR;95.95;77;1;77;NR;NR;NR;NR;19.35;NR;NR;NR;NR;NR;NR;NR;NR;NR;NR (author query: b for this reader on the 77-image test set);NR (author query: c for this reader on the 77-image test set);NR;
2025;Wang et al.;Enhancing diagnostic accuracy in rare and common fundus diseases with a knowledge-rich vision-language model;Wang et al. (2025) - RetiZero fundus VLM;31;311;1;3111;peer-reviewed ;Ophthalmology;RetiZero;"purpose-built online fundus image reading system (server-hosted); readers were shown RetiZero's zero-shot Top-5 prediction list, they did not query the model themselves";"RetiZero as published (RETFound backbone + BioClinicalBERT text encoder, LoRA rank r=8; pretrained on an Nvidia DGX A100, batch 128, Adam); no version string; code at https://github.com/LooKing9218/RetiZero";NR;NR;unknown;"Singapore; United States; China";Resident;0;0;0;1;Real-world;Multiple choice;0;Image;image;0;NR (no time limit reported for either round);Differential;1 week;Top-1;104;1;104;208;1;within_subject;case;case;104;0.6923;reported;13;3;proportion;0.5673;104;1;104;NR;0.4955;NR;NR;0.6635;104;1;104;NR;0.4725;NR;NR;0.0962;NR;0.0373;NR;NR;NR;NR;NR;NR;0.6923;13;3;NR;0.037
2025;Wang et al.;Enhancing diagnostic accuracy in rare and common fundus diseases with a knowledge-rich vision-language model;Wang et al. (2025) - RetiZero fundus VLM;31;312;1;3121;peer-reviewed ;Ophthalmology;RetiZero;"purpose-built online fundus image reading system (server-hosted); readers were shown RetiZero's zero-shot Top-5 prediction list, they did not query the model themselves";"RetiZero as published (RETFound backbone + BioClinicalBERT text encoder, LoRA rank r=8; pretrained on an Nvidia DGX A100, batch 128, Adam); no version string; code at https://github.com/LooKing9218/RetiZero";NR;NR;unknown;"Singapore; United States; China";Resident;0;0;0;1;Real-world;Multiple choice;0;Image;image;0;NR (no time limit reported for either round);Differential;1 week;Top-1;104;1;104;208;1;within_subject;case;case;104;0.4808;reported;15;12;proportion;0.5096;104;1;104;NR;0.4999;NR;NR;0.5385;104;1;104;NR;0.4985;NR;NR;0.0289;NR;0.0499;NR;NR;NR;NR;NR;NR;0.4808;15;12;NR;0.037
2025;Wang et al.;Enhancing diagnostic accuracy in rare and common fundus diseases with a knowledge-rich vision-language model;Wang et al. (2025) - RetiZero fundus VLM;31;313;1;3131;peer-reviewed ;Ophthalmology;RetiZero;"purpose-built online fundus image reading system (server-hosted); readers were shown RetiZero's zero-shot Top-5 prediction list, they did not query the model themselves";"RetiZero as published (RETFound backbone + BioClinicalBERT text encoder, LoRA rank r=8; pretrained on an Nvidia DGX A100, batch 128, Adam); no version string; code at https://github.com/LooKing9218/RetiZero";NR;NR;unknown;"Singapore; United States; China";Resident;0;0;0;1;Real-world;Multiple choice;0;Image;image;0;NR (no time limit reported for either round);Differential;1 week;Top-1;104;1;104;208;1;within_subject;case;case;104;0.6085;reported;12;8;proportion;0.5577;104;1;104;NR;0.4967;NR;NR;0.5962;104;1;104;NR;0.4907;NR;NR;0.0385;NR;0.0428;NR;NR;NR;NR;NR;NR;0.6085;12;8;NR;0.037
2025;Wang et al.;Enhancing diagnostic accuracy in rare and common fundus diseases with a knowledge-rich vision-language model;Wang et al. (2025) - RetiZero fundus VLM;31;314;1;3141;peer-reviewed ;Ophthalmology;RetiZero;"purpose-built online fundus image reading system (server-hosted); readers were shown RetiZero's zero-shot Top-5 prediction list, they did not query the model themselves";"RetiZero as published (RETFound backbone + BioClinicalBERT text encoder, LoRA rank r=8; pretrained on an Nvidia DGX A100, batch 128, Adam); no version string; code at https://github.com/LooKing9218/RetiZero";NR;NR;unknown;"Singapore; United States; China";Resident;0;0;0;1;Real-world;Multiple choice;0;Image;image;0;NR (no time limit reported for either round);Differential;1 week;Top-1;104;1;104;208;1;within_subject;case;case;104;0.5111;reported;21;6;proportion;0.4038;104;1;104;NR;0.4907;NR;NR;0.5481;104;1;104;NR;0.4977;NR;NR;0.1443;NR;0.0479;NR;NR;NR;NR;NR;NR;0.5111;21;6;NR;0.037
2025;Wang et al.;Enhancing diagnostic accuracy in rare and common fundus diseases with a knowledge-rich vision-language model;Wang et al. (2025) - RetiZero fundus VLM;31;315;1;3151;peer-reviewed ;Ophthalmology;RetiZero;"purpose-built online fundus image reading system (server-hosted); readers were shown RetiZero's zero-shot Top-5 prediction list, they did not query the model themselves";"RetiZero as published (RETFound backbone + BioClinicalBERT text encoder, LoRA rank r=8; pretrained on an Nvidia DGX A100, batch 128, Adam); no version string; code at https://github.com/LooKing9218/RetiZero";NR;NR;unknown;"Singapore; United States; China";Resident;0;0;0;1;Real-world;Multiple choice;0;Image;image;0;NR (no time limit reported for either round);Differential;1 week;Top-1;104;1;104;208;1;within_subject;case;case;104;0.6396;reported;14;5;proportion;0.5288;104;1;104;NR;0.4992;NR;NR;0.6154;104;1;104;NR;0.4865;NR;NR;0.0866;NR;0.041;NR;NR;NR;NR;NR;NR;0.6396;14;5;NR;0.037
2025;Wang et al.;Enhancing diagnostic accuracy in rare and common fundus diseases with a knowledge-rich vision-language model;Wang et al. (2025) - RetiZero fundus VLM;31;316;1;3161;peer-reviewed ;Ophthalmology;RetiZero;"purpose-built online fundus image reading system (server-hosted); readers were shown RetiZero's zero-shot Top-5 prediction list, they did not query the model themselves";"RetiZero as published (RETFound backbone + BioClinicalBERT text encoder, LoRA rank r=8; pretrained on an Nvidia DGX A100, batch 128, Adam); no version string; code at https://github.com/LooKing9218/RetiZero";NR;NR;unknown;"Singapore; United States; China";Resident;0;0;0;1;Real-world;Multiple choice;0;Image;image;0;NR (no time limit reported for either round);Differential;1 week;Top-1;104;1;104;208;1;within_subject;case;case;104;0.6562;reported;11;7;proportion;0.4904;104;1;104;NR;0.4999;NR;NR;0.5288;104;1;104;NR;0.4992;NR;NR;0.0384;NR;0.0406;NR;NR;NR;NR;NR;NR;0.6562;11;7;NR;0.037
2025;Wang et al.;Enhancing diagnostic accuracy in rare and common fundus diseases with a knowledge-rich vision-language model;Wang et al. (2025) - RetiZero fundus VLM;31;317;1;3171;peer-reviewed ;Ophthalmology;RetiZero;"purpose-built online fundus image reading system (server-hosted); readers were shown RetiZero's zero-shot Top-5 prediction list, they did not query the model themselves";"RetiZero as published (RETFound backbone + BioClinicalBERT text encoder, LoRA rank r=8; pretrained on an Nvidia DGX A100, batch 128, Adam); no version string; code at https://github.com/LooKing9218/RetiZero";NR;NR;unknown;"Singapore; United States; China";Resident;0;0;0;1;Real-world;Multiple choice;0;Image;image;0;NR (no time limit reported for either round);Differential;1 week;Top-1;104;1;104;208;1;within_subject;case;case;104;0.4684;reported;25;5;proportion;0.3365;104;1;104;NR;0.4725;NR;NR;0.5288;104;1;104;NR;0.4992;NR;NR;0.1923;NR;0.0492;NR;NR;NR;NR;NR;NR;0.4684;25;5;NR;0.037
2025;Wang et al.;Enhancing diagnostic accuracy in rare and common fundus diseases with a knowledge-rich vision-language model;Wang et al. (2025) - RetiZero fundus VLM;31;318;1;3181;peer-reviewed ;Ophthalmology;RetiZero;"purpose-built online fundus image reading system (server-hosted); readers were shown RetiZero's zero-shot Top-5 prediction list, they did not query the model themselves";"RetiZero as published (RETFound backbone + BioClinicalBERT text encoder, LoRA rank r=8; pretrained on an Nvidia DGX A100, batch 128, Adam); no version string; code at https://github.com/LooKing9218/RetiZero";NR;NR;unknown;"Singapore; United States; China";Attending;0;0;0;1;Real-world;Multiple choice;0;Image;image;0;NR (no time limit reported for either round);Differential;1 week;Top-1;104;1;104;208;1;within_subject;case;case;104;0.642;reported;13;6;proportion;0.4712;104;1;104;NR;0.4992;NR;NR;0.5385;104;1;104;NR;0.4985;NR;NR;0.0673;NR;0.0414;NR;NR;NR;NR;NR;NR;0.642;13;6;NR;0.037
2025;Wang et al.;Enhancing diagnostic accuracy in rare and common fundus diseases with a knowledge-rich vision-language model;Wang et al. (2025) - RetiZero fundus VLM;31;319;1;3191;peer-reviewed ;Ophthalmology;RetiZero;"purpose-built online fundus image reading system (server-hosted); readers were shown RetiZero's zero-shot Top-5 prediction list, they did not query the model themselves";"RetiZero as published (RETFound backbone + BioClinicalBERT text encoder, LoRA rank r=8; pretrained on an Nvidia DGX A100, batch 128, Adam); no version string; code at https://github.com/LooKing9218/RetiZero";NR;NR;unknown;"Singapore; United States; China";Attending;0;0;0;1;Real-world;Multiple choice;0;Image;image;0;NR (no time limit reported for either round);Differential;1 week;Top-1;104;1;104;208;1;within_subject;case;case;104;0.5208;reported;17;8;proportion;0.5288;104;1;104;NR;0.4992;NR;NR;0.6154;104;1;104;NR;0.4865;NR;NR;0.0866;NR;0.0473;NR;NR;NR;NR;NR;NR;0.5208;17;8;NR;0.037
2025;Wang et al.;Enhancing diagnostic accuracy in rare and common fundus diseases with a knowledge-rich vision-language model;Wang et al. (2025) - RetiZero fundus VLM;31;3110;1;31101;peer-reviewed ;Ophthalmology;RetiZero;"purpose-built online fundus image reading system (server-hosted); readers were shown RetiZero's zero-shot Top-5 prediction list, they did not query the model themselves";"RetiZero as published (RETFound backbone + BioClinicalBERT text encoder, LoRA rank r=8; pretrained on an Nvidia DGX A100, batch 128, Adam); no version string; code at https://github.com/LooKing9218/RetiZero";NR;NR;unknown;"Singapore; United States; China";Attending;0;0;0;1;Real-world;Multiple choice;0;Image;image;0;NR (no time limit reported for either round);Differential;1 week;Top-1;104;1;104;208;1;within_subject;case;case;104;0.5717;reported;7;10;proportion;0.7596;104;1;104;NR;0.4273;NR;NR;0.7308;104;1;104;NR;0.4435;NR;NR;-0.0288;NR;0.0395;NR;NR;NR;NR;NR;NR;0.5717;7;10;NR;0.037
2025;Wang et al.;Enhancing diagnostic accuracy in rare and common fundus diseases with a knowledge-rich vision-language model;Wang et al. (2025) - RetiZero fundus VLM;31;3111;1;31111;peer-reviewed ;Ophthalmology;RetiZero;"purpose-built online fundus image reading system (server-hosted); readers were shown RetiZero's zero-shot Top-5 prediction list, they did not query the model themselves";"RetiZero as published (RETFound backbone + BioClinicalBERT text encoder, LoRA rank r=8; pretrained on an Nvidia DGX A100, batch 128, Adam); no version string; code at https://github.com/LooKing9218/RetiZero";NR;NR;unknown;"Singapore; United States; China";Attending;0;0;0;1;Real-world;Multiple choice;0;Image;image;0;NR (no time limit reported for either round);Differential;1 week;Top-1;104;1;104;208;1;within_subject;case;case;104;0.5628;reported;13;7;proportion;0.6538;104;1;104;NR;0.4758;NR;NR;0.7115;104;1;104;NR;0.4531;NR;NR;0.0577;NR;0.0426;NR;NR;NR;NR;NR;NR;0.5628;13;7;NR;0.037
